ID,St_ID,DOI,Types_of_Lit_Sources,sp.,_ontinent,Place,Hab.,Latitude,Longitude,Instances_Count,vivo_situ,temp,tmin_E,topt_E,tmax_E,tmin_1st_L,topt_1st_L,tmax_1st_L,tmin_2nd_L,topt_2nd_L,tmax_2nd_L,tmin_3rd_L,topt_3rd_L,tmax_3rd_L,tmin_P,topt_P,tmax_P,K,P,Humid.,Food,Preovi_per, Ovi_rate,Postovi_per,E_dev,E_hatch,Dev_1st_inst,Dev_2nd_inst,Dev_3rd_inst,Dev_ P,L_surv,Pr_sex_rat,Repr_rate,Ovip_fem,Fert_fem,Spr_of_rep,Spr_of_rep,Spr_of_rep,Lif_exp_post_min,Lif_exp_post_max,Lif_exp_post_mean,N_gen_min,N_gen_max,N_gen_M,Gen_tim_min,Gen_tim_max,Gen_tim_M,M_sex_rep_rate_min,M_sex_rep_rate_max,M_sex_rep_rate_M,Doubl_tim,Intr_rate_nat_incr,Im_flig_term,Dorm.,Dorm_d,Surv_perc,Vert_distr_min,Vert_distr_max,Vert_distr_M
98,ID_18,https://doi.org/10.1016/j.chemosphere.2009.05.029 ,peer_reviewed,Chrysoperla_externa,South_America,La_Plata_area__Argentina,NA,-34.922,-57.958,220,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,3.06,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,493.4,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,59.1,NA,251,310,284,NA,0.11,NA,NA,NA,71.28,NA,NA,NA
99,ID_19,https://doi.org/10.25100/socolen.v38i1.8918 ,peer_reviewed,Chrysoperla_externa,South_America,Universidade_Federal_de_Lavras_(UFLA)__Brazil,citrus_orchard,-21.232,-44.994,40,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12_12_00,70,NA,4.8,NA,NA,4.6,NA,3,3,2.6,10.2,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,NA,NA,NA,18.1,0,NA,14,NA,11.1,8.9,12.5,36.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,13.3,8.3,NA,9.2,NA,6,5.2,7.5,21.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,12.6,12.1,NA,6.5,NA,4.8,3.5,5.2,14.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,NA,8.3,24,NA,5,NA,3.4,2.8,4,10.9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.1,NA,NA,NA,6.9,26.5,NA,5.4,NA,3,2,3.2,9.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10_14_00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14_10_00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Brazil,NA,-15.799,-47.892,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Chile,NA,-18.478,-70.314,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10_14_00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Chile,NA,-18.478,-70.314,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Chile,NA,-18.478,-70.314,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Chile,NA,-18.478,-70.314,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,South_America,Chile,NA,-18.478,-70.314,25,in_situ,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_externa,North_America,Honduras,NA,14.908,-88.878,25,in_situ,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,ID_20,https://doi.org/10.1006/bcon.1994.1002,peer_reviewed,Chrysoperla_harrisii,North_America,New_York,NA,40.714,-74.013,25,in_situ,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,40,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,4.16,3.09,3.29,9.85,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.43,NA,NA,NA,NA,NA,NA,NA,NA,488.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,39,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,4.03,2.89,3.26,9.95,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.43,NA,NA,NA,NA,NA,NA,NA,NA,482.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,36,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,5.4,3.69,3.93,10.63,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.33,NA,NA,NA,NA,NA,NA,NA,NA,413.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,41,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,4.09,2.92,3.72,9.76,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.67,NA,NA,NA,NA,NA,NA,NA,NA,551.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,40,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,3.86,2.73,3.26,9.02,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,NA,NA,NA,NA,421.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,ID_21,https://www.eje.cz/artkey/eje-201202-0006_Effect_of_different_prey_species_on_the_life_history_parameters_of_Chrysoperla_sinica_Neuroptera_Chrysopidae.php,peer_reviewed,Chrysoperla_nipponensis,Asia,Hebei_Province,NA,39.536,116.681,40,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,NA,NA,NA,NA,NA,NA,3.73,2.7,3,9.33,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.13,NA,NA,NA,NA,NA,NA,NA,NA,242.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004 ,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_situ,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,0,NA,15.6,NA,15.1,13.5,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004 ,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_situ,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,0,NA,11,NA,8.2,7.8,9.1,30.1,30.4,0.64,NA,NA,NA,NA,NA,NA,NA,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_situ,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,14.8,17.2,NA,8,NA,5.8,5.4,7.6,20.1,56.1,0.43,NA,NA,NA,NA,NA,NA,NA,NA,33.35,NA,NA,NA,NA,NA,NA,NA,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,10,32.5,NA,5.1,NA,4.4,3.1,4.8,13.7,83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_situ,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,12,19.7,NA,4.7,NA,3.6,2.9,3.6,12,74.5,0.49,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,NA,7,8,NA,5.4,NA,4.7,3.8,3.7,13.5,85.2,0.52,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,NA,7.5,16.5,NA,4.5,NA,3.8,3.7,2.8,13.4,57.9,0.45,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,NA,8,33.7,NA,4.2,NA,4.1,4.6,3,13.9,91.1,0.51,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,262.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,NA,13.1,26.6,NA,5.4,NA,5.1,5.3,5.5,18.2,69.6,0.57,NA,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,135.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3,NA,13.2,24.6,NA,6.9,NA,6.5,4.9,4.9,20.2,69.8,0.58,NA,NA,NA,NA,NA,NA,NA,NA,39.6,NA,NA,NA,NA,NA,NA,NA,NA,167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6,NA,13.4,21.2,NA,7.3,NA,5.8,3.5,4.8,18.9,56.7,0.44,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,154.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,NA,9.5,34.2,NA,6.6,NA,5.6,4.2,5.5,16.6,63.7,0.53,NA,NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,ID_22,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Chrysopodes_lineafrons,South_America,Rio_de_Janeiro__Brazil,mixed-fruit_orchard,-21.45,-41.18,50,in_vivo,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,NA,8.9,25.5,NA,5.2,NA,4.4,3.8,4.7,13.6,72.7,0.62,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,154.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,ID_23,https://doi.org/10.1093/aesa/91.5.608,peer_reviewed,Kymachrysa_placita,North_America,eastern_and_western_United_States,NA,39.709,-101.955,15,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,13,53,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.67,NA,NA,NA
135,ID_23,https://doi.org/10.1093/aesa/91.5.608,peer_reviewed,Kymachrysa_placita,North_America,eastern_and_western_United_States,NA,39.709,-101.955,36,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10_14_00,NA,NA,NA,NA,NA,8.5,NA,19,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,ID_23,https://doi.org/10.1093/aesa/91.5.608,peer_reviewed,Kymachrysa_placita,North_America,eastern_and_western_United_States,NA,39.709,-101.955,15,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12_12_00,NA,NA,NA,NA,NA,9,NA,16,81,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,ID_23,https://doi.org/10.1093/aesa/91.5.608,peer_reviewed,Kymachrysa_placita,North_America,eastern_and_western_United_States,NA,39.709,-101.955,16,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14_10_00,NA,NA,NA,NA,NA,8,NA,18,71,16,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,ID_23,https://doi.org/10.1093/aesa/91.5.608,peer_reviewed,Kymachrysa_placita,North_America,eastern_and_western_United_States,NA,39.709,-101.955,16,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,NA,NA,9.5,NA,8,7,8,22.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,ID_24,https://doi.org/10.1016/j.biocontrol.2006.12.004 ,peer_reviewed,Leucochrysa_varia,South_America,Desengano_State_Park_in_northern_Rio_de_Janeiro_State__Brazil,NA,-21.856,-41.846,25,in_situ,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,NA,NA,NA,10.5,NA,11.7,11.6,14.3,31.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,ID_24,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Leucochrysa_varia,South_America,Desengano_State_Park_in_northern_Rio_de_Janeiro_State__Brazil,NA,-21.856,-41.846,25,in_situ,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,NA,NA,NA,8.9,NA,9.3,9.8,12.2,26.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,ID_24,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Leucochrysa_varia,South_America,Desengano_State_Park_in_northern_Rio_de_Janeiro_State__Brazil,NA,-21.856,-41.846,25,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,NA,NA,NA,6.2,NA,6.5,6.6,9.1,20.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,ID_24,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Leucochrysa_varia,South_America,Desengano_State_Park_in_northern_Rio_de_Janeiro_State__Brazil,NA,-21.856,-41.846,25,in_situ,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,NA,NA,NA,5.5,NA,6.2,5.7,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,ID_24,https://doi.org/10.1016/j.biocontrol.2006.12.004,peer_reviewed,Leucochrysa_varia,South_America,Desengano_State_Park_in_northern_Rio_de_Janeiro_State__Brazil,NA,-21.856,-41.846,25,in_situ,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,NA,NA,NA,5,NA,6.1,5.9,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,ID_25,https://doi.org/10.1653/024.098.0410,peer_reviewed,Mallada_basalis,Asia,Wenchang_City__Hainan_Prov__China,NA,19.549,110.797,NA,in_situ,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,70,NA,NA,22.7,NA,NA,NA,5.53,3.07,4.48,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,473.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,ID_26,https://doi.org/10.1111/afe.12221,peer_reviewed,Mallada_desjardinsi,Asia,Jorhat_region_of_Assam__India,NA,26.75,94.22,25,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,75,NA,6.37,32.13,NA,NA,88.5,3.57,4.07,5.17,10.27,89.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.64,NA,NA,NA,NA,NA,NA,NA,NA,185.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
